Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
CO2 emissions (kt),EN.ATM.CO2E.KT,Canada,CAN,514215.1,506615.9,524353.4,544541.8,536417.3,549032.7,540525.6,571632,550553.2,521399.4,537091.5,549369.9,546291.6,555742.4,561760.5,558747.2,556874.1,568175.9,579573.9,566001.8,516873.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Central African Republic,CAF,243.2,253,249.8,231,226.2,224.1,234.3,237.8,171.4,168.2,174.8,194.2,197.2,120.6,130.4,184.4,206.4,222.4,229.1,235.4,236.6
CO2 emissions (kt),EN.ATM.CO2E.KT,Chad,TCD,507.4,521.7,532.4,764.9,773.1,796.6,815.2,876.5,1027.7,1114.2,1190,1003.6649,1233.73,1487.26,1483.1,1478.55,1469.87,1488.2,1557.4,1583.6,1568.4
CO2 emissions (kt),EN.ATM.CO2E.KT,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Chile,CHL,50424.5,48425.1,49121.4,50200.6,54972.1,55968.9,57148.1,64574,67991.6,65450.6,69749.1,76470.5,78412.6,82998.5,76560.3,82260.4,86504.7,87136.9,86581.3,91915.4,84827.8
CO2 emissions (kt),EN.ATM.CO2E.KT,China,CHN,3346525.8,3529081.3,3796157.1,4424412.6,5113216.6,5824625.1,6437470.3,6993182.8,7199604.7,7719071.4,8474922.7,9282553.7,9540539.7,9979128,10021043.4,9859281.2,9860914,10089273.2,10567262,10762824,10944686.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Colombia,COL,58995.5,59588.3,57373,56716,56608.9,58187,58193,59709.9,60298.1,62670.6,64146.1,69771.1,70223.2,77725.4,80091,81017.2,83526.2,75674,79355.2,79186.7,79057.6
CO2 emissions (kt),EN.ATM.CO2E.KT,Comoros,COM,104.9,109.8,109.7,139.7,153.2,147,172.1,111.8,114.1,140.4,167.8,150,160.1,192.2,171.9,185.9,217.9,279,302.7,326.2,328.2
CO2 emissions (kt),EN.ATM.CO2E.KT,"Congo, Dem. Rep.",COD,1634.93,1565.44,1650.2,1998.6,1939.7,2208.7,2282.8,2472.8,2553.3,2502.8,2653.9,3016.9,2827.3,3959.5,5136.1,3231.4,2421.14,2845,2813.9,3031.2,3025.6
CO2 emissions (kt),EN.ATM.CO2E.KT,"Congo, Rep.",COG,4346.986,4243.5,2755.2,3224.9,3514.5,4313.23,4777.96,4150.72,4360.59,4838.56,5423.35,5383.97,5260.75,5311.61,5175.1,5655,5497.6,5406.7,6216.9,7006.1,7153.9
CO2 emissions (kt),EN.ATM.CO2E.KT,Costa Rica,CRI,4946.8,5422.7,5523.2,5798.9,5943.6,6273.9,6557,7602.5,7515.3,7198.5,7105.5,7430.8,7446.7,7778.7,7832.3,7537.9,8008.9,8173.5,8166.6,7956.4,6967.4
CO2 emissions (kt),EN.ATM.CO2E.KT,Cote d'Ivoire,CIV,6489.4,6494.3,6838.9,5307.6,5466.1,5876.5,5698.7,5657.8,6474.7,6031.2,6350.6,6118.3,8037.7,8692.4,9196.9,9805.7,9593.5,10563.8,10194.8,10838.9,10894.9
CO2 emissions (kt),EN.ATM.CO2E.KT,Croatia,HRV,18034.4,19196,20276.7,21607.9,21092.7,21445,21598.3,22872,21726.3,20305.9,19457.3,19027.6,17403,17010.6,16236.4,16602.3,16876.8,17407.9,16433.4,16523.3,15626.9
CO2 emissions (kt),EN.ATM.CO2E.KT,Cuba,CUB,28353.1,27465.1,26423.5,25628.6,25364.8,26317.9,26780.2,27677.5,26747.1,26979.6,28110,27586.3,28690.9,28869.7,26677.1,29209.8,27176.4,26241.3,26674.6,24418.5,24327.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cyprus,CYP,7127.7,6992.1,7168.5,7834.1,7778.8,7900.8,7999.4,8307.1,8490.7,8276.1,7898.4,7634.6,7098.8,6427.7,6811.8,6851.9,7219.2,7361.2,7198.6,7191,6771.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Czechia,CZE,124716.7,124341.3,120209.9,123372.9,123786,121893.6,122553.6,124432.8,118718.3,113246.1,114167.6,111220.1,107320.2,102910.3,99960.6,101167.5,102998,103549.9,102734.3,97712.9,88835.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Denmark,DNK,52602,54245.4,53839.7,59234,53727.6,50201.9,58134,53411.4,50127.7,47933.6,48124.8,43098,38216.2,39960.7,35820,33704.9,35340.3,33184,33133.3,29696.5,27356.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Djibouti,DJI,373.4,376.5,399.6,414.4,395.8,429.3,432.6,470.2,474.3,465.5,519.1,474.9,492.6,558.79,402.17,446.55,395.47,403.4,414.9,428.27,427.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Dominica,DMA,125.3,139.1,105.6,121.5,144.3,148.4,155.3,164,165.7,163.8,172.5,152.1,167,171.4,180,180.9,182.5,165.6,165.3,174.1,162.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Dominican Republic,DOM,18670.6,18983.7,20884.1,18725.2,17282.2,18690.8,20368.5,20626.8,20581.3,19657.2,20680.8,20913.9,21681.5,21287.2,21450.7,23590.5,24593.5,23551.3,25366,25775.2,22881.3
CO2 emissions (kt),EN.ATM.CO2E.KT,Ecuador,ECU,22051.5,24251.5,24172.3,24655.8,26177.7,28220.3,30126.3,30635.9,31688,34498.5,37254,37096.6,37085.1,39701.1,41801.2,41390.3,39791.7,38549.3,40273.2,39631.4,34431
CO2 emissions (kt),EN.ATM.CO2E.KT,"Egypt, Arab Rep.",EGY,114614.4,126704.4,129441.2,133020.4,144503.9,162217.1,170745,183395.7,189935.2,197660.5,200313.3,205767.3,215000.9,213856.4,219121.1,226283.6,235425.8,244540.5,237983,217908.3,210752.3
CO2 emissions (kt),EN.ATM.CO2E.KT,El Salvador,SLV,5631.6,5868.6,5935.3,6510.2,6676.8,6836.3,7235,7629,6909.8,6676.8,6539.2,6778.7,6771.6,6455.8,6592.2,6997.6,7125.1,6344.9,6844.9,7912.7,6376.3
CO2 emissions (kt),EN.ATM.CO2E.KT,Equatorial Guinea,GNQ,1982.3,2892.6,2543.5,2795.3,5517.6,5609.9,5584.4,6326.2,5816.1,6066.1,6047.8,6089.1,5868.9,5990,5946.6,5494.2,5830.1,5369.3,5068.5,4876.5,4350.4
CO2 emissions (kt),EN.ATM.CO2E.KT,Eritrea,ERI,633.19,692.92,679.15,684.98,703.5,589.83,529.57,516.52,449.31,467.83,502.95,595.89,625.34,589.43,592.22,570.9,580.5,581.47,677.7,697.2,706.4
CO2 emissions (kt),EN.ATM.CO2E.KT,Estonia,EST,14932.5,15231.7,14795.1,16682,16755,16807.7,16090,19765.8,17481.5,14047.9,18500.4,18502.6,16989,18846.5,17594.9,14377.1,15907.2,16773.5,15716.9,10060.7,7097.52
CO2 emissions (kt),EN.ATM.CO2E.KT,Eswatini,SWZ,1090.6,1105.8,1074.8,996.5,985.6,982.5,990.9,1024.6,1005.6,1042.3,849.2,814.9,806.3,957,977.4,1015.9,1116,1105.8,1105.8,1169.5,1147.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Ethiopia,ETH,3557,4401.3,4571.5,5022.4,5334.2,5049.5,5404.8,5963.5,6487.7,6534.5,6473.2,7551.5,8559,10190.8,12490.3,13046.3,15247.2,15882.4,17028.4,17708,18098
CO2 emissions (kt),EN.ATM.CO2E.KT,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Fiji,FJI,836.58,1040.4,877,1036.5,1319.6,1071.1,1200,1128.8,863.4,766.7,1126.3,1055.8,993.5,1066.9,1213.6,1263.8,1198.6,1331.1,1387.2,1393.5,1028.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Finland,FIN,55097.5,61088.1,63439.7,71708.1,67682.9,55460.2,67024.9,65102.7,56660.1,54180.9,62526.4,55123.4,49408.1,50191.3,46161.7,42815.4,45700.3,43015.4,44395.5,40987.1,36329.9
CO2 emissions (kt),EN.ATM.CO2E.KT,France,FRA,373235.8,376860.3,371167.2,376838.7,377948.5,380816.1,371741,363052.2,358211.2,343882.5,347940.1,335031.9,338315.4,338453.1,306017.4,311175.4,313835.2,317721.2,306948.4,300561.6,267154.7
CO2 emissions (kt),EN.ATM.CO2E.KT,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Gabon,GAB,6080,6225.75,5955.4,6436.4,6091.1,6058.3,5437.1,4941.11,5272.57,5207.58,5762.09,5777.14,5601.97,5790.27,5962.05,6115.8,6383.7,5344.7,5120.4,5274.5,5349.2
CO2 emissions (kt),EN.ATM.CO2E.KT,"Gambia, The",GMB,244.8,308.6,296.2,296.2,314.6,329.5,357.2,409,427.7,484.9,434.2,446.9,452.9,430.6,506.8,585.9,593.2,602.3,597.8,606.9,611.4
CO2 emissions (kt),EN.ATM.CO2E.KT,Georgia,GEO,4772.8,3516.2,2958.4,3157.2,3373.1,4243.1,4701.3,5626.6,4838.8,5624.3,5322.1,6521.8,7193,8024,8654,9399.4,9813.6,9907.1,9725.2,10549.6,10255
CO2 emissions (kt),EN.ATM.CO2E.KT,Germany,DEU,830284.1,847678.2,833382.2,836794.5,821073.6,802383.2,814413.1,783803,789690.4,734805.5,773069.1,746477.3,760127.7,776151.8,736011.7,742314.4,747147.2,732204.2,707770.2,658693.5,603350.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Ghana,GHA,4949.5,5444.5,6669.7,6381,5924.8,6331.1,7798.5,8418.5,7966.9,9320.3,10382.6,10803.1,12876.5,13899.7,13366.7,14320.7,14545.3,15135,16774.9,18039.1,19401.16
CO2 emissions (kt),EN.ATM.CO2E.KT,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Greece,GRC,94460.6,96607.8,96596.2,100216.6,99844.6,101947.3,100702.8,104309.9,100405.6,94740.2,87578.5,84547.2,80085.3,72484.2,69548.7,68010.2,66848.6,66795.5,65021.2,59990.3,51002.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Grenada,GRD,198.6,207.2,210.5,223.2,216.8,228,235.9,250.8,261.5,262.4,273.6,260.3,278.6,317.1,253.5,272.6,277.4,287.5,320.3,346.2,324.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guatemala,GTM,9443.3,9840,10494.3,10568.6,10780.4,11557.6,11550.1,12442.2,11272.3,11884.4,11477.6,11774.9,12183.7,13046.3,13998.5,16455.9,17451.9,16530.1,18075.7,19017.8,16865.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Guinea,GIN,1494.9,1568.5,1630.5,1707.9,1772.9,1835.6,1901.4,1978.5,2012.8,2124.1,2502.8,2621.7,2468.8,2160,2225.7,2522.3,2806.5,3321.6,3735,4517,4537.9
CO2 emissions (kt),EN.ATM.CO2E.KT,Guinea-Bissau,GNB,147,148.2,153.6,195.1,205.4,209.5,216.7,229.9,223.6,234.6,241,243.5,246,247.4,263.6,281.9,305,306.6,317.8,325.3,329
CO2 emissions (kt),EN.ATM.CO2E.KT,Guyana,GUY,1660.3,1643.8,1621.9,1617.8,1671.7,1481.6,1332.8,1605.2,1603.7,1627.2,1759.3,1831.6,2000.8,1975.6,2063.3886,2079.93,2478.6,2473.8,2587.1,2795.9,2768.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Haiti,HTI,1473.3,1600.5,1827.2,1810.3,1666.8,1704.8,1718.8,2045.4,2029.3,1991.4,2458.2,2697.54,2415.34,2650.86,3021.14,3280.44,3364.54,3326.24,3289.74,3317.34,3209.04
CO2 emissions (kt),EN.ATM.CO2E.KT,Honduras,HND,4987.2,5800.1,6087.8,6726.2,7557.8,6973.6,7974.5,8536.1,8587.1,8072.9,7926.8,9470.4,9985.4,9685,9884.1,10538.2,10394.7,9377,9031.3,10196.4,8835.4
CO2 emissions (kt),EN.ATM.CO2E.KT,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Hungary,HUN,54633.3,56280.4,55599.9,58186.9,56349.8,55921.2,55457.5,53850.4,53014.2,47839.1,47880.5,46907.3,43427.2,40762.6,40625.2,43384.1,44248.4,49449.8,49202.9,47261.8,44769.3
CO2 emissions (kt),EN.ATM.CO2E.KT,Iceland,ISL,2225.44,2163.29,2243.77,2226.41,2309.99,2261.25,2311.85,2382.97,2182.63,2108,1959.124,1888.35,1859.9,2031.8,2047.5,2057.5,1633,1671,1699.3,1638.2,1446.6
CO2 emissions (kt),EN.ATM.CO2E.KT,India,IND,937858.4,953537.3,985453.3,1011770.9,1085666.9,1136466.4,1215205.2,1336737.1,1424383,1564881.1,1659983,1756744,1909442,1972429.4,2147107,2158023.2,2195248.5,2308804.4,2458175.9,2423951.4,2200836.3
CO2 emissions (kt),EN.ATM.CO2E.KT,Indonesia,IDN,280635.7,302055,305633,333878.1,341235.4,342148.1,364467,379956.6,376137.8,391082.7,415536.6,475800.9,481791.3,448400.2,484640.1,489052.8,483978.7,515395.7,568007.6,605290.6,563197
CO2 emissions (kt),EN.ATM.CO2E.KT,"Iran, Islamic Rep.",IRN,340456.2,354068.4,369875.8,389777.1,417660.4,450795.7,484179.1,514142.8,523048.3,542297.1,541171.1,552050.9,559122.1,583703.1,605356.1,599182.7,607216.3,626427.9,637433.7,625251.5,616561.3
CO2 emissions (kt),EN.ATM.CO2E.KT,Iraq,IRQ,87630.5,97553.3,91164.8,81278.1,88108.3,85127.9,82958.1,76650.1,88136.3,94205.5,108550.3,113039.8,129004.3,139103.6,134045.9,133169.7,143281.1,156456.4,168154.3,180687.6,163511.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Ireland,IRL,42533.5,44815.3,43929.8,44086.8,44687.6,46650.5,47263.3,46604.8,45911.3,40583.3,40347.7,36488.1,37009.5,35688.2,35556.5,37087.2,39009.8,37729.1,37473.6,35812.2,33742.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Israel,ISR,56997.3,57952.5,61080.6,62925.5,63159.9,61012.4,64331,66597.9,66708,65727.7,70520.3,69822.8,76063.2,67002.5,64717.8,66314.7,65233,65906.3,61424.5,62796.3,58471.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Italy,ITA,436296.6,436571.4,443473.1,462197.8,472404.8,473831.8,466654.5,459371.1,444984.5,397057.1,405272.3,396687.4,376747.2,346458.3,327498,337862.1,333344.8,329193.3,324884.2,317223,281286.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Jamaica,JAM,10071.4,10086.3,10251.4,10597,10572,10563.7,12059.8,12029.5,9625.4,7889,7479.8,7529.4,6959,7402.3,7191.3,7088.7,7549.5,7225,8589,8394.3,5835.6
CO2 emissions (kt),EN.ATM.CO2E.KT,Japan,JPN,1184424.9,1172339.5,1206760.2,1213929.5,1207285.7,1215474.4,1193043.3,1227990.8,1158836.1,1102386.2,1157241.8,1213775.6,1254319.4,1267376.2,1217306.6,1178349.1,1164869.4,1150835,1111115.3,1073645.3,1014064.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Jordan,JOR,16268.1,16250.9,16873.5,17309.8,18580.9,19869,20167,21090.3,20009,20665,20196.8,20756.3,24123.3,23803.7,25553.1,25309.1,24730,26021.8,24710,23147.9,20974.1
CO2 emissions (kt),EN.ATM.CO2E.KT,Kazakhstan,KAZ,120151.999,117443.4,131067.44,146142.22,158029.6,169217.6,185299.3,198392.4,242038,213617.1,229702.2,245455.3,244599,260015.4,209261.3,191059.6,202475.7,214897.7,216896.7,204592.2,211896.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Kenya,KEN,8630.2,7879.7,7664.8,6837,7662.7,8707.6,9765.4,9868.9,10411.7,12424.4,13424.4,13963.9,12981.3,14387.7,16700,18090.3,19310.1,20097.2,19253.9,19481.9,19446.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Kiribati,KIR,35.5,34.7,43.7,46.5,50.8,61.8,68.3,58.2,64,58.6,54.3,54.2,57.7,63.8,60.1,60.7,56.7,72.7,73.2,73.6,56.9
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Dem. People's Rep.",PRK,71822.9,74385.1,71198,72738.2,74323.7,77678.2,78937.1,65633.8,72831.5,55256.9,51689.8,37098.9,38483.4,27629.1,31223.3,25101.5,28127.7,54286,50121.3,55548.4,52437.2
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Rep.",KOR,447237.3,456674,461000.1,463913.9,485909.6,481002.1,487852.1,503693.8,514924.5,526639.5,575215.7,598480.8,600316.3,599601.4,588088.6,607827.1,615443.6,626178.4,630186.6,612133.7,569681.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kuwait,KWT,49838.2,53188.7,55593.6,58121,61917.8,69910.7,72438,70599.5,75847.1,77654.2,80725.6,83291.1,85316.1,87363.8,85576,89021.7,91376.2,90378.3,92652.1,93863.6,92308.9
CO2 emissions (kt),EN.ATM.CO2E.KT,Kyrgyz Republic,KGZ,4643.3,3962.1,4965.1,5579.7,5557.9,5307,5362.3,6473.1,7441.5,6734.6,6394.4,7690.4,10146,9455,9848.5,10266.6,9675.6,9439,11306.8,10017.4,9080.1
CO2 emissions (kt),EN.ATM.CO2E.KT,Lao PDR,LAO,903.07,997.81,1105.48,1151.44,1211.21,1257.28,1642.8,1734.3,2048.2,2537.5,2877.1,3043,3271.9,4160.8,4344.5,8875.9,15702.2,19054.5,19663.8,19170.9,19178.9
CO2 emissions (kt),EN.ATM.CO2E.KT,Latvia,LVA,6929.57,7357.2,7352.2,7593.2,7616.5,7715,8199.9,8531.8,8105.9,7364.1,8518.1,7897.3,7570.7,7452.4,7282.3,7315.9,7145.3,7116.7,7785.2,7569.1,6928.3
CO2 emissions (kt),EN.ATM.CO2E.KT,Lebanon,LBN,15672.8,16890.9,16836.2,17414.9,17879.3,17278.9,16233.7,15039.6,18646,21902.7,20864.3,21175.1,23470.1,23244.5,25151,27016.8,27755.1,29170.9,27401.3,26916.5,21474.9
CO2 emissions (kt),EN.ATM.CO2E.KT,Lesotho,LSO,1747.5,1770.8,1800.8,1825.1,1871.9,1901.5,1923,1959.3,2007.4,2101.7,2158.8,2885.2,2919.6,2206.5,2349,2144.2,2126.2,2402.3,2276.6,2300.1,2311.9
CO2 emissions (kt),EN.ATM.CO2E.KT,Liberia,LBR,425.81,448.27,443.76,476.087,558.67,667.8,687.15,641.07,540.16,533.84,729.76,848.18,944.15,905.21,1205.1,1247.8,1397.89,1268.4,1126.6,1146.2,1179.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Libya,LBY,44724.9,44456.9,45596.1,48931.5,48469,53004.1,52930.4,49395.5,53275.9,56404,59559.6,41506.4,58315.1,59767.3,59289.1,51331.2,48694.8,52095.1,54100.1,54692.7,44467
CO2 emissions (kt),EN.ATM.CO2E.KT,Liechtenstein,LIE,216.859998,214.67105,220.018273,229.354516,229.39083,228.986322,231.1208,200.793925,219.535867,205.374673,190.830439,176.781993,185.325447,192.544887,161.25917,159.773794,149.838256,155.769397,142.950403,149.025716,141.996093
CO2 emissions (kt),EN.ATM.CO2E.KT,Lithuania,LTU,10515.9,11155.5,11223.2,11232.7,11915,12829.2,13019.7,13209.6,13066.4,11692.1,12603,11845.6,11925.8,11331.1,10862.9,11067.4,11203.1,11222.2,11652.5,11735.8,11693.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Luxembourg,LUX,8556.7,9118.5,9818.3,10241.6,11659.8,11912.9,11717.2,11114.4,11022.5,10442.9,11029.1,10906.8,10698,10173.3,9643.2,9133.4,8845.9,9006.5,9320.8,9500.3,7853.1
CO2 emissions (kt),EN.ATM.CO2E.KT,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Madagascar,MDG,1654.02,1669.04,1121.93,1553.4,1645.54,1709.64,1637.09,1723.1,1780.34,1686.22,1869.8,2193.89,2741.74,2930.23,3010.62,3284.62,3181.72,3481,3304.87,3927.7,2745.45
CO2 emissions (kt),EN.ATM.CO2E.KT,Malawi,MWI,875.23,847.28,859.92,893.44,898.57,854.327,861.944,927.19,1009.897,1036.69,984.46,1072.59,1076.42,1154.33,1045.6,1089.52,1223.57,1394.6,1609.4,1643.7,1640
CO2 emissions (kt),EN.ATM.CO2E.KT,Malaysia,MYS,124355.9,129458.7,136377.9,144010,157850,166973.4,173632.9,189464.8,202458.6,181472.7,199867,202401.3,205415.8,223086.5,236264.6,236229.4,231669.4,225104.1,241451.4,244882,245139.3
CO2 emissions (kt),EN.ATM.CO2E.KT,Maldives,MDV,462.2,481.3,614.4,528.5,693.1,626.9,790.5,810.6,870.6,916.6,963,1012.8,1144.6,1128.5,1355.2,1339.3,1465.9,1546.1,1776.1,1999.5,1454
CO2 emissions (kt),EN.ATM.CO2E.KT,Mali,MLI,1093.8,1196.9,1243.5,1279.3,1451.2,1500.8,1581.7,1837.4,2016.6,1943.9,2154,2346.7,2510.7,2813.6,3174.4,3343.8,3408.6,3629.8,3867.9,3937.4,4150.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Malta,MLT,2129.2,2489.1,2318.4,2608,2598,2626.4,2650.6,2715.6,2724.3,2509.9,2586.6,2573.1,2715.6,2371.5,2356.3,1657.1,1352.3,1521.2,1552.5,1658.6,1610.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Marshall Islands,MHL,102.8,106.4,116.1,114,119.3,118.9,125,132.2,133.3,137.3,140.8,141.1,139,142.3,144.1,146.3,146.5,149.3,151.1,152.3,110
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritania,MRT,1118.7,1178.8,1269.7,1303.6,1413.5,1448,1459.4,1716.9,1797.1,1994.7,2073.7,2182.9,2355.4,2101.2,2534.5,2966.5,2584.2,3408.3,3716.1,3824.8,3847.1
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritius,MUS,2431.9,2565.6,2612.6,2748.6,2770.3,2961.8,3304.2,3395.2,3466.8,3423.3,3661.8,3639,3725,3818,3949.4,3960.9,4035.5,4174.4,4133.9,4173.7,3720.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Mexico,MEX,379176,378830.6,386004.6,404692.2,414102,432187.4,448302.8,457121,459548.1,448372.5,462869.5,478403.5,486454.2,475737.5,462240.1,471632.6,476394.6,474498.5,444898.4,451828.8,383131.4
CO2 emissions (kt),EN.ATM.CO2E.KT,"Micronesia, Fed. Sts.",FSM,187.3,173.9,158.3,168.5,149.7,122.2,120.8,135.6,117.1,152.2,105.2,119.3,132.4,138.5,141,144.9,147.1,146.7,147.8,148.2,107.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Moldova,MDA,6709.6,7017.8,7182.4,7765.4,7775.9,8175.6,7975.1,8139.2,8150,7638.1,8295.1,8344.5,8137.3,7181.5,7712.2,8020.6,8143,8064,8555.9,8921.6,8611.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mongolia,MNG,8996.67,8970.4,9604.46,9312.16,9561.28,11058.15,12419.2,13021.5,12974.4,13638.49,14311.1,15729.4,17141.5,18384.13,18122,17300.6,18172.8,19575.5,21545.7,23146.9,21184.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Montenegro,MNE,1520.843393,1667.26822,1766.249476,1889.193348,2041.277687,2004.8,2179.3,2098.4,2693.3,1747.5,2584.2,2535.9,2331.6,2267.3,2218.4,2359.1,2150.7,2267,2500.3,2601.1,2527.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Morocco,MAR,32876.5,36273,37470,37251.1,41009,43579.9,44991,46341,48630.2,48765.7,51749.5,55923.5,58076,57595.5,58691.7,60362.5,60289.9,63014.9,64286.1,70986.3,66719.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Mozambique,MOZ,1426.9,1411.5,1570.9,1904.6,1910,1709.1,1861,2230.7,2238.7,2494.3,2680.6,3294.3,3640.8,4150.5,4823.3,5478.3,7243.8,7162.3,6875.1,7530.2,6945.5
CO2 emissions (kt),EN.ATM.CO2E.KT,Myanmar,MMR,9440.5,8351.8,8341.2,10486.6,10268.2,10856.3,10057.9,10505.5,7943.6,7371.1,8131.3,8692.9,11964,13592.5,17034.8,19034,21860.8,32497,32784.5,33995,33874.6
CO2 emissions (kt),EN.ATM.CO2E.KT,Namibia,NAM,1942.3,2459.7,2131.6,2268.8,2376.7,2525.5,2491.3,2546.9,2929.9,3000.1,3103.5,3303.8,3507.4,3762.4,3932.1,4137.3,4152,4224,4279.3,4316.3,3952.8
CO2 emissions (kt),EN.ATM.CO2E.KT,Nauru,NRU,88,80.6,78,68.7,64,62.5,44.1,41.5,42.3,40.4,42.7,40.1,42.1,47.3,50.6,54.5,52.7,56,54,53.4,41.4
CO2 emissions (kt),EN.ATM.CO2E.KT,Nepal,NPL,3221,3464.6,2786.7,3021.8,2809.6,3188.6,2616.1,2693.6,2994.9,3882.8,4640.9,5199.2,5997.8,6087.8,7132.2,7186.2,10735.7,13265.3,15139.4,13860.5,14949.2
CO2 emissions (kt),EN.ATM.CO2E.KT,Netherlands,NLD,162096.7,167116.1,167429.4,170362.8,172116.5,167926,163702.7,164550.6,165221.9,160488.3,171110.5,158768,157473.4,157090.2,149793.4,157376,158499.3,155710.9,151382.3,145939.237,130315.1
CO2 emissions (kt),EN.ATM.CO2E.KT,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,New Zealand,NZL,29455,31618.8,31543.1,33397.6,32836.1,34232.2,34265.9,33270.5,34165.4,31169.7,31049.3,30290.6,32107.4,31885.5,31970.7,32281.2,31185.7,32927.4,32409,34008.2,31359.7
CO2 emissions (kt),EN.ATM.CO2E.KT,Nicaragua,NIC,3768,3925.5,4062.9,4562.7,4531.9,4338.7,4547.6,4696.3,4503,4394.5,4513.2,4766.2,4686,4473.3,4758.6,5286.7,5410.7,5428.9,5024.8,5131.9,4582.2
